600061,国投安信,19970519,16,1,3694151680.000000,429082816.000000,166228983808.000000,149094973440.000000,214833104.000000,636833088.000000,
600062,华润双鹤,19970522,7,34,724470656.000000,571695808.000000,6866927616.000000,4194478336.000000,1819067648.000000,225700512.000000,
600063,皖维高新,19970528,24,27,1645894528.000000,1497853184.000000,7443612672.000000,1358059392.000000,3545293056.000000,334896704.000000,
600064,南京高科,19970506,26,31,772472896.000000,772472896.000000,19630637056.000000,10290946048.000000,157874704.000000,13687000.000000,
600066,宇通客车,19970508,13,7,2213939200.000000,1899531392.000000,25531482112.000000,18526115840.000000,3443954176.000000,978106496.000000,
600067,冠城大通,19970508,20,11,1487794560.000000,1487794560.000000,20324136960.000000,15880248320.000000,988621312.000000,482832608.000000,
600068,葛洲坝,19970526,19,21,4604777472.000000,4148576256.000000,120456658944.000000,73020948480.000000,11687192576.000000,15960897536.000000,
600069,*ST银鸽,19970430,13,38,1249102848.000000,825374016.000000,5455375872.000000,1872752640.000000,2114609024.000000,214086496.000000,
600070,浙江富润,19970604,28,15,356612992.000000,356612992.000000,2124580992.000000,632460288.000000,361086496.000000,54347700.000000,
600071,*ST光学,19970528,22,50,237472496.000000,237472496.000000,1086128640.000000,580794624.000000,404416000.000000,30018702.000000,
600072,钢构工程,19970603,16,33,478429600.000000,478429600.000000,2144621696.000000,1182001024.000000,719984896.000000,84976104.000000,
600073,上海梅林,19970704,16,14,937729536.000000,937729536.000000,7277486080.000000,4390656000.000000,1524073600.000000,230268208.000000,
600074,保千里,19970623,26,24,2305799936.000000,895981312.000000,2017228800.000000,1729044224.000000,194850704.000000,1394100.000000,
600075,新疆天业,19970617,2,19,438591904.000000,438591904.000000,3409362688.000000,1884253568.000000,854946112.000000,222510288.000000,
600076,康欣新材,19970526,15,24,1034264000.000000,365536000.000000,796818112.000000,743285632.000000,2110500.000000,0.000000,
600077,宋都股份,19970520,28,11,1340122368.000000,1340122368.000000,14964819968.000000,14512471040.000000,55724600.000000,257500.000000,
600078,澄星股份,19970627,26,19,662572800.000000,662572800.000000,5670395392.000000,2513451520.000000,2062844160.000000,177577792.000000,
600079,人福医药,19970606,19,34,1286049024.000000,1030993216.000000,17722157056.000000,9093553152.000000,3247658496.000000,823004608.000000,
600080,金花股份,19970612,8,34,305295808.000000,305295808.000000,1281095424.000000,477459296.000000,383616224.000000,37055600.000000,
600081,东风科技,19970703,16,7,313560000.000000,313560000.000000,4176190976.000000,2497535488.000000,1004149952.000000,141520000.000000,
600082,海泰发展,19970620,9,11,646115712.000000,632424832.000000,3622291200.000000,3486344704.000000,40430100.000000,177700.000000,
600083,博信股份,19970606,12,21,230000000.000000,226922688.000000,118072304.000000,90587096.000000,3083900.250000,6642600.000000,
600084,中葡股份,19970711,2,37,1123726720.000000,998203840.000000,4286664960.000000,3688303104.000000,327261408.000000,125139600.000000,
600085,同仁堂,19970625,7,34,1371470336.000000,1371470336.000000,13916957696.000000,11180850176.000000,1302524160.000000,329550112.000000,
600086,东方金钰,19970606,19,41,1350000000.000000,1056844992.000000,9115891712.000000,8375441920.000000,208269008.000000,42377500.000000,
600088,中视传媒,19970616,16,18,331421920.000000,331421920.000000,1444379648.000000,1001473600.000000,402554816.000000,0.000000,
600089,特变电工,19970618,2,43,3245380864.000000,3178124288.000000,65978236928.000000,42044649472.000000,17377970176.000000,3257860608.000000,
600090,啤酒花,19970616,2,37,367916608.000000,367916608.000000,1548670592.000000,855287808.000000,510539808.000000,54143500.000000,
600091,*ST明科,19970704,32,19,437412512.000000,336526016.000000,1177838464.000000,449680512.000000,12879000.000000,121481000.000000,
600093,禾嘉股份,19970626,23,7,1122447488.000000,322447488.000000,8734311424.000000,8320126976.000000,310139104.000000,32125700.000000,
600094,大名城,19970703,16,11,2011556864.000000,1812836864.000000,31679025152.000000,28443142144.000000,444365120.000000,0.000000,
600095,哈高科,19970708,1,11,361263520.000000,361263520.000000,1194659200.000000,793625600.000000,195947792.000000,30560700.000000,
600096,云天化,19970709,27,28,1328327040.000000,521275520.000000,65991626752.000000,28865419264.000000,20012212224.000000,4620483072.000000,
600097,开创国际,19970619,16,17,202597792.000000,202597792.000000,1305295232.000000,623200768.000000,674711488.000000,0.000000,
600098,广州发展,19970718,12,16,2726196480.000000,2726196480.000000,35093585920.000000,8777488384.000000,16390987776.000000,557647488.000000,
600099,林海股份,19970704,26,30,219120000.000000,219120000.000000,601937024.000000,412314624.000000,132991296.000000,22627500.000000,
600100,同方股份,19970627,7,24,2963899136.000000,2070201344.000000,55662428160.000000,30176864256.000000,5333132288.000000,2380382976.000000,
600101,明星电力,19970627,23,16,324179008.000000,324179008.000000,2771680256.000000,378369504.000000,1751151744.000000,167618400.000000,
600103,青山纸业,19970703,20,38,1061841472.000000,1061841472.000000,3508614144.000000,1570652928.000000,1269441664.000000,438605504.000000,
600104,上汽集团,19971125,16,7,11025566720.000000,11025566720.000000,462119960576.000000,241431101440.000000,38167035904.000000,7414957568.000000,
600105,永鼎股份,19970929,26,24,472496608.000000,380954624.000000,3267495424.000000,1755479040.000000,485560704.000000,53005200.000000,
600106,重庆路桥,19970618,25,6,907742016.000000,907742016.000000,7023556096.000000,2180242944.000000,328789792.000000,40676800.000000,
600107,美尔雅,19971106,19,41,360000000.000000,360000000.000000,1216849664.000000,752089216.000000,172153200.000000,75587504.000000,
600108,亚盛集团,19970818,4,17,1946915200.000000,1946915200.000000,7251092480.000000,3050381824.000000,1379357312.000000,2043013120.000000,
600109,国金证券,19970807,23,1,3024359424.000000,2836859392.000000,61523103744.000000,0.000000,113774200.000000,36767100.000000,
600110,中科英华,19971007,3,16,1150312064.000000,1150312064.000000,6304326656.000000,3204116480.000000,2296957184.000000,392050496.000000,
600111,北方稀土,19970924,32,36,3633065984.000000,2219204864.000000,15182500864.000000,10002281472.000000,2102397696.000000,551691712.000000,
600112,天成控股,19971127,29,29,509204800.000000,509204800.000000,2811036672.000000,1292314624.000000,347650592.000000,325447488.000000,
600113,浙江东日,19971021,28,11,318600000.000000,318600000.000000,1266001536.000000,1022670656.000000,21164800.000000,13050699.000000,
600114,东睦股份,20040511,28,26,390765504.000000,239482496.000000,2154734592.000000,821720640.000000,869154304.000000,219792496.000000,
600115,东方航空,19971105,16,8,13140178944.000000,7782213632.000000,183627005952.000000,17372000256.000000,126881996800.000000,2344999936.000000,
600116,三峡水利,19970804,25,16,331001728.000000,296001696.000000,4336943104.000000,1224632960.000000,2354337536.000000,32893000.000000,
600117,西宁特钢,19971015,6,3,741219200.000000,741219200.000000,25591998464.000000,7131361280.000000,9082356736.000000,1124158848.000000,
600118,中国卫星,19970908,7,49,1182488960.000000,1182488960.000000,10339311616.000000,8550616064.000000,591041600.000000,267474000.000000,
600119,长江投资,19980115,16,8,307400000.000000,307400000.000000,2185027584.000000,1420845952.000000,338985504.000000,124761200.000000,
600120,浙江东方,19971201,28,13,505473280.000000,505473280.000000,11007308800.000000,5980270592.000000,406182112.000000,460545120.000000,
600121,郑州煤电,19980107,13,20,1015343424.000000,1015343424.000000,10905957376.000000,3996083456.000000,5067718656.000000,703817984.000000,
600122,宏图高科,19980420,26,12,1150198400.000000,1146473472.000000,16928063488.000000,13337552896.000000,754802432.000000,70476600.000000,
600123,兰花科创,19981217,17,20,1142400000.000000,1142400000.000000,22516760576.000000,6556924928.000000,4411608576.000000,5063224832.000000,
600125,铁龙物流,19980511,5,8,1305521792.000000,1305521792.000000,7031844864.000000,4174276864.000000,2244114432.000000,112291504.000000,
600126,杭钢股份,19980311,28,3,838938816.000000,838938816.000000,6000857088.000000,3930954496.000000,1891492992.000000,31437900.000000,
600127,金健米业,19980506,21,17,641783232.000000,544459584.000000,1495292288.000000,844077952.000000,466069216.000000,95444600.000000,
600128,弘业股份,19970901,26,13,246767504.000000,246767504.000000,2827914496.000000,1835334656.000000,300110016.000000,89534600.000000,
600129,太极集团,19971118,25,34,426893920.000000,426893920.000000,10350968832.000000,6164584960.000000,1672290176.000000,1165963648.000000,
600130,波导股份,20000706,28,24,768000000.000000,768000000.000000,1336179328.000000,1072310464.000000,98201696.000000,14595000.000000,
600131,岷江水电,19980402,23,16,504125120.000000,397366912.000000,2415130112.000000,238175008.000000,1158425728.000000,23216500.000000,
600132,重庆啤酒,19971030,25,37,483971200.000000,483971200.000000,4226553344.000000,1769745408.000000,1641024896.000000,493057824.000000,
600133,东湖高新,19980212,19,11,634257792.000000,537948928.000000,15143855104.000000,11091732480.000000,896264640.000000,18383500.000000,
600135,乐凯胶片,19980122,11,19,372991712.000000,342000000.000000,1825087360.000000,1247359744.000000,227984000.000000,104530496.000000,
600136,道博股份,19980303,19,18,243590992.000000,120527400.000000,1218202240.000000,802823808.000000,4887100.000000,137700.000000,
600137,浪莎股份,19980416,23,41,97217504.000000,97217504.000000,556314624.000000,400160576.000000,100376000.000000,48672796.000000,
600138,中青旅,19971203,7,10,723840000.000000,702718208.000000,9119413248.000000,3364968704.000000,2330027264.000000,614276288.000000,
600139,西部资源,19980225,23,36,661890368.000000,661890368.000000,6321091072.000000,2706769152.000000,548777024.000000,1146634240.000000,
600141,兴发集团,19990616,19,19,529981920.000000,465743904.000000,21931112448.000000,5269705216.000000,10106248192.000000,1972617984.000000,
600143,金发科技,20040623,12,47,2560000000.000000,2560000000.000000,14256260096.000000,8884106240.000000,2714611456.000000,1223051136.000000,
600145,*ST新亿,19990923,2,40,377684992.000000,377684992.000000,34389000.000000,13364200.000000,12364700.000000,8660000.000000,
600146,商赢环球,19990707,14,47,200000000.000000,200000000.000000,314971616.000000,87107096.000000,29381000.000000,124870000.000000,
600148,长春一东,19980520,3,7,141516304.000000,141516304.000000,832440640.000000,633715008.000000,171469488.000000,11439200.000000,
600149,廊坊发展,19991014,11,25,380160000.000000,380160000.000000,449253696.000000,277709088.000000,27010400.000000,0.000000,
600150,中国船舶,19980520,16,33,1378117632.000000,1378117632.000000,54975410176.000000,38582874112.000000,11958132736.000000,1665847296.000000,
600151,航天机电,19980605,16,35,1250179968.000000,1250179968.000000,10819260416.000000,4978270720.000000,3375643648.000000,222447696.000000,
600152,维科精华,19980609,28,15,293494112.000000,293494112.000000,1434317440.000000,646188032.000000,459493504.000000,101786504.000000,
600153,建发股份,19980616,20,13,2835200512.000000,2835200512.000000,104242839552.000000,91735416832.000000,1039494656.000000,432571392.000000,
600155,宝硕股份,19980918,11,19,476602624.000000,412500000.000000,745189632.000000,537551808.000000,56572596.000000,27896600.000000,
600156,华升股份,19980527,21,15,402110688.000000,402110688.000000,1151716480.000000,689853568.000000,154682992.000000,161173504.000000,
600157,永泰能源,19980513,17,20,11194640384.000000,4595654656.000000,87319937024.000000,16754443264.000000,18429710336.000000,37341073408.000000,
600158,中体产业,19980327,9,50,843735296.000000,657495296.000000,3835742720.000000,3461210880.000000,114489504.000000,12285500.000000,
600159,大龙地产,19980526,7,11,830003200.000000,830003200.000000,2788554752.000000,2431806720.000000,51259300.000000,0.000000,
600160,巨化股份,19980626,28,19,1810915968.000000,1810915968.000000,9362382848.000000,3239311360.000000,4574276608.000000,517881472.000000,
600161,天坛生物,19980616,7,34,515466912.000000,515466912.000000,5806371840.000000,1794145152.000000,2649168384.000000,193952688.000000,
600162,香江控股,19980609,18,11,1596457472.000000,767812736.000000,15015870464.000000,12645396480.000000,526226080.000000,108830304.000000,
600163,*ST闽能,19980602,20,16,999465216.000000,721419904.000000,2817468416.000000,583854784.000000,1935002368.000000,26321298.000000,
600165,新日恒力,19980529,14,3,684883840.000000,484883712.000000,2530852864.000000,1406022016.000000,626175808.000000,44442300.000000,
600166,福田汽车,19980602,7,7,3335065600.000000,2809671680.000000,40976125952.000000,16334353408.000000,9319073792.000000,4078492160.000000,
600167,联美控股,19990128,5,42,211000000.000000,211000000.000000,2821171456.000000,420897632.000000,825189632.000000,61678900.000000,
600168,武汉控股,19980427,19,42,709569600.000000,568881024.000000,7972972544.000000,1471808128.000000,5611598848.000000,395072608.000000,
600169,太原重工,19980904,17,26,2423954944.000000,2423954944.000000,27545657344.000000,20025143296.000000,5037174272.000000,504740320.000000,
600170,上海建工,19980623,16,21,5943214592.000000,5755262464.000000,129511170048.000000,101019369472.000000,6008076800.000000,3083031808.000000,
600171,上海贝岭,19980924,16,35,673807744.000000,673807744.000000,2027978752.000000,1551623168.000000,90598704.000000,52832796.000000,
600172,黄河旋风,19981126,13,52,792398912.000000,634097600.000000,6524032000.000000,2364667136.000000,2401642752.000000,130281696.000000,
600173,卧龙地产,19990415,28,11,725147392.000000,725057408.000000,4452107264.000000,4316388864.000000,11888700.000000,326000.000000,
600175,美都能源,19990408,28,11,2451037440.000000,1448033152.000000,14640616448.000000,6768994304.000000,185306704.000000,12780200.000000,
600176,中国巨石,19990422,28,48,1105526144.000000,872629504.000000,22016520192.000000,7649543168.000000,12668616704.000000,398332800.000000,
600177,雅戈尔,19981119,28,41,2226611712.000000,2226611712.000000,61424873472.000000,23218065408.000000,3677625856.000000,291526400.000000,
600178,东安动力,19981014,1,7,462080000.000000,462080000.000000,3094058752.000000,1168706688.000000,248406000.000000,7459800.000000,
600179,黑化股份,19981104,1,20,390000000.000000,390000000.000000,1193280256.000000,449553920.000000,742411776.000000,0.000000,
600180,瑞茂通,19980703,15,8,1017407488.000000,882548928.000000,10416646144.000000,9291022336.000000,25540900.000000,61700.000000,
600182,S佳通,19990507,1,7,340000000.000000,170000000.000000,3013674496.000000,1838970496.000000,1068927168.000000,22776000.000000,
600183,生益科技,19981028,12,35,1437553920.000000,1435895936.000000,8782301184.000000,5120503296.000000,3042447616.000000,281933312.000000,
600184,光电股份,20031106,19,48,508760704.000000,418760704.000000,3089193984.000000,2216185856.000000,441864608.000000,51929500.000000,
600185,格力地产,19990611,12,11,577680768.000000,577680768.000000,20935077888.000000,19886127104.000000,204381504.000000,502500.000000,
600186,莲花健康,19980825,13,14,1062024192.000000,1062024192.000000,2177537536.000000,864068608.000000,467844608.000000,535341728.000000,
600187,国中水务,19981111,1,42,1455624192.000000,1455624192.000000,4167939584.000000,1087777152.000000,640467328.000000,1205143168.000000,
600188,兖州煤业,19980701,15,20,4918400000.000000,2959980032.000000,133221908480.000000,40948326400.000000,27371554816.000000,20348856320.000000,
600189,吉林森工,19981007,3,17,310500000.000000,310500000.000000,4591659520.000000,2380212224.000000,1168764672.000000,57060200.000000,
600190,锦州港,19990609,5,8,2002291584.000000,1338980480.000000,12022758400.000000,1400121216.000000,8593277952.000000,240818816.000000,
600191,华资实业,19981210,32,14,484931904.000000,484931904.000000,2688025600.000000,692457472.000000,113456104.000000,9354200.000000,
600192,长城电工,19981224,4,43,441748000.000000,441748000.000000,4438313984.000000,3171360000.000000,579241280.000000,191559808.000000,
600193,创兴资源,19990527,16,3,425372992.000000,425372992.000000,553942592.000000,82589000.000000,97852304.000000,8678500.000000,
600195,中牧股份,19990107,7,17,429800000.000000,429800000.000000,4597393920.000000,2191420928.000000,1151767552.000000,316997600.000000,
600196,复星医药,19980807,16,34,2314075392.000000,1906836992.000000,37414559744.000000,8024162304.000000,4720292352.000000,2857316864.000000,
600197,伊力特,19990916,2,37,441000000.000000,441000000.000000,2268678400.000000,1678113792.000000,307108000.000000,42069800.000000,
600198,大唐电信,19981021,7,24,882108416.000000,808648192.000000,13886794752.000000,8759046144.000000,860519616.000000,1117265664.000000,
600199,金种子酒,19980812,24,37,555774976.000000,555774976.000000,3405844992.000000,2396523008.000000,375510592.000000,309617216.000000,
600200,江苏吴中,19990401,26,25,669646016.000000,522089216.000000,4577179136.000000,3637304064.000000,434610496.000000,64795600.000000,
600201,生物股份,19990115,32,34,572829824.000000,565057088.000000,2366394112.000000,1595210112.000000,397689600.000000,71468800.000000,
600202,哈空调,19990603,1,29,383340704.000000,383340704.000000,2501170176.000000,1736072448.000000,516244000.000000,51398000.000000,
600203,福日电子,19990514,20,35,380280704.000000,303170816.000000,4363503104.000000,2442593536.000000,390098016.000000,185527408.000000,
600206,有研新材,19990319,7,35,838778432.000000,587134208.000000,3078930688.000000,2580056832.000000,331080576.000000,27279100.000000,
600207,安彩高科,19990714,13,35,690000000.000000,440000000.000000,2946766848.000000,1650230912.000000,838924224.000000,206397600.000000,
600208,新湖中宝,19990623,28,11,9099670528.000000,8136960512.000000,87752392704.000000,69827018752.000000,232454496.000000,260294192.000000,
600209,罗顿发展,19990325,30,25,439011200.000000,422040000.000000,975784896.000000,289696512.000000,199407104.000000,11173101.000000,
600210,紫江企业,19990824,16,46,1516736000.000000,1436736000.000000,11549449216.000000,5067853312.000000,3897876224.000000,229923504.000000,
600211,西藏药业,19990721,31,34,145589008.000000,114109000.000000,669043840.000000,449729792.000000,101392000.000000,22830800.000000,
600212,江泉实业,19990817,15,25,511697120.000000,511697120.000000,869246464.000000,237012496.000000,226635008.000000,52011600.000000,
600213,亚星客车,19990831,26,7,220000000.000000,220000000.000000,2141677184.000000,1798463488.000000,260563504.000000,49226400.000000,
600215,长春经开,19990909,3,31,465032800.000000,465032800.000000,4068783360.000000,2663144960.000000,49721000.000000,2594100.000000,
600216,浙江医药,19991021,28,34,936107904.000000,936103808.000000,8087881216.000000,3440260352.000000,2690880256.000000,411573696.000000,
600217,*ST秦岭,19991216,8,22,1341587456.000000,660800000.000000,2680989184.000000,2058019712.000000,414376224.000000,91821000.000000,
600218,全柴动力,19981203,24,26,368755008.000000,283400000.000000,3161652480.000000,2155449344.000000,843235328.000000,51272404.000000,
600219,南山铝业,19991223,15,36,2835184384.000000,2835184384.000000,33873248256.000000,10713179136.000000,11879200768.000000,1486400000.000000,
600220,江苏阳光,19990927,26,15,1783340288.000000,1783340288.000000,4382297088.000000,2084849024.000000,1846173184.000000,182160608.000000,
600221,海南航空,19991125,30,8,12182180864.000000,11812064256.000000,127177269248.000000,27307847680.000000,56166518784.000000,333984000.000000,
600222,太龙药业,19991105,13,34,573886208.000000,496608896.000000,2667766784.000000,1434251264.000000,651879616.000000,79835200.000000,
600223,鲁商置业,20000113,15,11,1000967872.000000,1000967872.000000,33006647296.000000,32210499584.000000,456032512.000000,61466800.000000,
600225,天津松江,20000127,9,11,935492480.000000,849825408.000000,14733611008.000000,13831626752.000000,154975104.000000,2639800.000000,
600226,升华拜克,19991116,28,28,1094982912.000000,1094982912.000000,2326798848.000000,900946688.000000,693683840.000000,69270000.000000,
600227,赤天化,20000221,29,28,950392512.000000,950392512.000000,7389425152.000000,1946473472.000000,4877028352.000000,143872496.000000,
600228,昌九生化,19990119,22,19,241320000.000000,241320000.000000,579955520.000000,224079808.000000,278967200.000000,62557596.000000,
600229,城市传媒,20000309,15,18,702096000.000000,395786208.000000,2524107776.000000,1665685632.000000,272756512.000000,449702816.000000,
600230,沧州大化,20000406,11,28,294188192.000000,294188192.000000,4016430336.000000,722092416.000000,2726450688.000000,192470992.000000,
600231,凌钢股份,20000511,5,3,1259582848.000000,804002112.000000,14747935744.000000,5514524160.000000,7391037952.000000,624228800.000000,
600232,金鹰股份,20000602,28,15,364718528.000000,364718528.000000,1719662720.000000,1281667200.000000,354634496.000000,61866000.000000,
600233,大杨创世,20000608,5,41,165000000.000000,165000000.000000,1508703616.000000,1127479680.000000,142822992.000000,2188200.000000,
600234,山水文化,20000615,17,18,202445808.000000,202445808.000000,459658016.000000,7476000.000000,933700.000000,6199300.000000,
600235,民丰特纸,20000615,28,38,351300000.000000,351300000.000000,2577826048.000000,1169863936.000000,924174592.000000,50964904.000000,
600236,桂冠电力,20000323,10,16,6063367680.000000,1128526720.000000,21139062784.000000,2438572288.000000,16256208896.000000,214502496.000000,
600237,铜峰电子,20000609,24,35,564369600.000000,564369600.000000,2117982208.000000,998726016.000000,641162112.000000,20808702.000000,
600238,海南椰岛,20000120,30,37,448200000.000000,445001600.000000,1246294016.000000,776745600.000000,258876400.000000,139005104.000000,
600239,云南城投,19991202,27,11,1070457920.000000,1070457920.000000,40820183040.000000,34631024640.000000,322820896.000000,5205800.000000,
600240,华业资本,20000628,7,11,1424253440.000000,1424253440.000000,20772073472.000000,10731265024.000000,212425200.000000,625638016.000000,
600241,时代万恒,20001128,5,13,226192112.000000,180200000.000000,2779238656.000000,1789454592.000000,223419200.000000,166038496.000000,
600242,*ST中昌,20001207,12,8,273335296.000000,267302800.000000,1718224000.000000,545222976.000000,500209600.000000,88300.000000,
600243,青海华鼎,20001120,6,26,438849984.000000,236850000.000000,2591791616.000000,1578795648.000000,390661216.000000,138401104.000000,
600246,万通地产,20000922,7,11,1216800000.000000,1216800000.000000,13482131456.000000,12139191296.000000,28657900.000000,217200.000000,
600247,*ST成城,20001123,3,13,336441600.000000,336441600.000000,1609749248.000000,1451429376.000000,1938500.000000,13700.000000,
600248,延长化建,20000622,8,21,473689216.000000,467389216.000000,4869665792.000000,4031463680.000000,395563520.000000,65536200.000000,
600249,两面针,20040130,10,19,550000000.000000,450000000.000000,3636802560.000000,1312874112.000000,1083565568.000000,351489408.000000,
600250,南纺股份,20010306,26,13,258692496.000000,258692496.000000,1732920960.000000,854511808.000000,111193000.000000,8289600.000000,
600251,冠农股份,20030609,2,17,784842048.000000,784842048.000000,3582814464.000000,1574024320.000000,961236096.000000,68876200.000000,
600252,中恒集团,20001130,10,34,3475107072.000000,3430096640.000000,6136303616.000000,3358050560.000000,740539008.000000,434888704.000000,
600255,鑫科材料,20001122,24,36,1769593472.000000,1563750016.000000,4809966592.000000,2518832384.000000,1278847488.000000,47024600.000000,
600256,广汇能源,20000526,2,25,5221424640.000000,5221424640.000000,40113946624.000000,5974811136.000000,13264671744.000000,1077139968.000000,
600257,大湖股份,20000612,21,17,427049984.000000,427049984.000000,1497376256.000000,806153408.000000,190470992.000000,288487200.000000,
600258,首旅酒店,20000601,7,10,231400000.000000,231400000.000000,4051388416.000000,474657120.000000,1928674176.000000,784898816.000000,
600259,广晟有色,20000525,30,36,262122496.000000,258305808.000000,3903122432.000000,2942471168.000000,322174016.000000,215744192.000000,
600260,凯乐科技,20000706,19,14,666747712.000000,527640000.000000,6749983232.000000,4662020096.000000,1011723200.000000,75015600.000000,
600261,阳光照明,20000720,28,23,1452102912.000000,1452102912.000000,4907820544.000000,3499661824.000000,893965632.000000,141586208.000000,
600262,北方股份,20000630,32,7,170000000.000000,170000000.000000,2973649920.000000,2276994560.000000,424747008.000000,123019904.000000,
